id	level	初级巽风灵符	提高韧性1%	class	resist_type	duration	effect_interval	addition_threat	effectlist	effect_argument	deadcancel	can_active_cancel
510000003	8	腐蚀术	每秒减少60点生命	0	4	6000	1000	0	[hpeffect]	[-160]	[1]	0
510000003	7	腐蚀术	每秒减少80点生命	0	4	6000	1000	0	[hpeffect]	[-140]	[1]	0
510000003	6	腐蚀术	每秒减少100点生命	0	4	6000	1000	0	[hpeffect]	[-120]	[1]	0
510000003	5	腐蚀术	每秒减少120点生命	0	4	6000	1000	0	[hpeffect]	[-100]	[1]	0
510000003	4	腐蚀术	每秒减少140点生命	0	4	6000	1000	0	[hpeffect]	[-80]	[1]	0
510000003	3	腐蚀术	每秒减少160点生命	0	4	6000	1000	0	[hpeffect]	[-60]	[1]	0
510000003	2	腐蚀术	每秒减少180点生命	0	4	6000	1000	0	[hpeffect]	[-40]	[1]	0
510000003	1	腐蚀术	每秒减少200点生命	0	4	6000	1000	0	[hpeffect]	[-20]	[1]	0
510000004	10	群星术	沉默状态，无法使用技能	0	2	6000	0	0	[]	[]	[1]	0
510000004	9	群星术	沉默状态，无法使用技能	0	2	5600	0	0	[]	[]	[1]	0
510000004	8	群星术	沉默状态，无法使用技能	0	2	5200	0	0	[]	[]	[1]	0
510000004	7	群星术	沉默状态，无法使用技能	0	2	4800	0	0	[]	[]	[1]	0
510000004	6	群星术	沉默状态，无法使用技能	0	2	4400	0	0	[]	[]	[1]	0
510000004	5	群星术	沉默状态，无法使用技能	0	2	4000	0	0	[]	[]	[1]	0
510000004	4	群星术	沉默状态，无法使用技能	0	2	3600	0	0	[]	[]	[1]	0
510000004	3	群星术	沉默状态，无法使用技能	0	2	3200	0	0	[]	[]	[1]	0
510000004	2	群星术	沉默状态，无法使用技能	0	2	2800	0	0	[]	[]	[1]	0
510000004	1	群星术	沉默状态，无法使用技能	0	2	2400	0	0	[]	[]	[1]	0
510000005	10	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[47]	[1]	0
510000005	9	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[44]	[1]	0
510000005	8	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[41]	[1]	0
510000005	7	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[38]	[1]	0
510000005	6	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[35]	[1]	0
510000005	5	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[32]	[1]	0
510000005	4	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[29]	[1]	0
510000005	3	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[26]	[1]	0
510000005	2	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[23]	[1]	0
510000005	1	治疗术	治疗术	2	6	0	0	0	[hpeffect_percent]	[20]	[1]	0
510000006	10	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[28]	[1]	0
510000006	9	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[26]	[1]	0
510000006	8	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[24]	[1]	0
510000006	7	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[22]	[1]	0
510000006	6	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[20]	[1]	0
510000006	5	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[18]	[1]	0
510000006	4	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[16]	[1]	0
510000006	3	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[14]	[1]	0
510000006	2	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[12]	[1]	0
510000006	1	定心决	定心决	2	6	0	0	0	[hpeffect_percent]	[10]	[1]	0
511110001	50	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[450,450,450]	[]	0
511110001	49	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[441,441,441]	[]	0
511110001	48	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[432,432,432]	[]	0
511110001	47	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[423,423,423]	[]	0
511110001	46	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[414,414,414]	[]	0
511110001	45	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[405,405,405]	[]	0
511110001	44	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[396,396,396]	[]	0
511110001	43	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[387,387,387]	[]	0
511110001	42	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[378,378,378]	[]	0
511110001	41	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[369,369,369]	[]	0
511110001	40	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[360,360,360]	[]	0
511110001	39	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[351,351,351]	[]	0
511110001	38	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[342,342,342]	[]	0
511110001	37	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[333,333,333]	[]	0
511110001	36	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[324,324,324]	[]	0
511110001	35	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[315,315,315]	[]	0
511110001	34	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[306,306,306]	[]	0
511110001	33	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[297,297,297]	[]	0
511110001	32	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[288,288,288]	[]	0
511110001	31	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[279,279,279]	[]	0
511110001	30	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[270,270,270]	[]	0
511110001	29	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[261,261,261]	[]	0
511110001	28	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[252,252,252]	[]	0
511110001	27	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[243,243,243]	[]	0
511110001	26	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[234,234,234]	[]	0
511110001	25	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[225,225,225]	[]	0
511110001	24	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[216,216,216]	[]	0
511110001	23	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[207,207,207]	[]	0
511110001	22	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[198,198,198]	[]	0
511110001	21	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[189,189,189]	[]	0
511110001	20	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[180,180,180]	[]	0
511110001	19	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[171,171,171]	[]	0
511110001	18	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[162,162,162]	[]	0
511110001	17	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[153,153,153]	[]	0
511110001	16	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[144,144,144]	[]	0
511110001	15	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[135,135,135]	[]	0
511110001	14	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[126,126,126]	[]	0
511110001	13	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[117,117,117]	[]	0
511110001	12	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[108,108,108]	[]	0
511110001	11	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[99,99,99]	[]	0
511110001	10	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[90,90,90]	[]	0
511110001	9	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[81,81,81]	[]	0
511110001	8	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[72,72,72]	[]	0
511110001	7	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[63,63,63]	[]	0
511110001	6	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[54,54,54]	[]	0
511110001	5	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[45,45,45]	[]	0
511110001	4	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[36,36,36]	[]	0
511110001	3	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[27,27,27]	[]	0
511110001	2	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[18,18,18]	[]	0
511110001	1	攻击加强	攻击加强	0	6	0	0	0	[magicpower,rangepower,meleepower]	[9,9,9]	[]	0
511110002	50	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1750]	[]	0
511110002	49	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1715]	[]	0
511110002	48	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1680]	[]	0
511110002	47	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1645]	[]	0
511110002	46	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1610]	[]	0
511110002	45	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1575]	[]	0
511110002	44	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1540]	[]	0
511110002	43	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1505]	[]	0
511110002	42	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1470]	[]	0
511110002	41	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1435]	[]	0
511110002	40	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1400]	[]	0
511110002	39	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1365]	[]	0
511110002	38	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1330]	[]	0
511110002	37	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1295]	[]	0
511110002	36	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1260]	[]	0
511110002	35	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1225]	[]	0
511110002	34	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1190]	[]	0
511110002	33	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1155]	[]	0
511110002	32	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1120]	[]	0
511110002	31	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1085]	[]	0
511110002	30	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1050]	[]	0
511110002	29	生命加强	生命加强	0	6	0	0	0	[hpmax]	[1015]	[]	0
511110002	28	生命加强	生命加强	0	6	0	0	0	[hpmax]	[980]	[]	0
511110002	27	生命加强	生命加强	0	6	0	0	0	[hpmax]	[945]	[]	0
511110002	26	生命加强	生命加强	0	6	0	0	0	[hpmax]	[910]	[]	0
511110002	25	生命加强	生命加强	0	6	0	0	0	[hpmax]	[875]	[]	0
511110002	24	生命加强	生命加强	0	6	0	0	0	[hpmax]	[840]	[]	0
511110002	23	生命加强	生命加强	0	6	0	0	0	[hpmax]	[805]	[]	0
511110002	22	生命加强	生命加强	0	6	0	0	0	[hpmax]	[770]	[]	0
511110002	21	生命加强	生命加强	0	6	0	0	0	[hpmax]	[735]	[]	0
511110002	20	生命加强	生命加强	0	6	0	0	0	[hpmax]	[700]	[]	0
511110002	19	生命加强	生命加强	0	6	0	0	0	[hpmax]	[665]	[]	0
511110002	18	生命加强	生命加强	0	6	0	0	0	[hpmax]	[630]	[]	0
511110002	17	生命加强	生命加强	0	6	0	0	0	[hpmax]	[595]	[]	0
511110002	16	生命加强	生命加强	0	6	0	0	0	[hpmax]	[560]	[]	0
511110002	15	生命加强	生命加强	0	6	0	0	0	[hpmax]	[525]	[]	0
511110002	14	生命加强	生命加强	0	6	0	0	0	[hpmax]	[490]	[]	0
511110002	13	生命加强	生命加强	0	6	0	0	0	[hpmax]	[455]	[]	0
511110002	12	生命加强	生命加强	0	6	0	0	0	[hpmax]	[420]	[]	0
511110002	11	生命加强	生命加强	0	6	0	0	0	[hpmax]	[385]	[]	0
511110002	10	生命加强	生命加强	0	6	0	0	0	[hpmax]	[350]	[]	0
511110002	9	生命加强	生命加强	0	6	0	0	0	[hpmax]	[315]	[]	0
511110002	8	生命加强	生命加强	0	6	0	0	0	[hpmax]	[280]	[]	0
511110002	7	生命加强	生命加强	0	6	0	0	0	[hpmax]	[245]	[]	0
511110002	6	生命加强	生命加强	0	6	0	0	0	[hpmax]	[210]	[]	0
511110002	5	生命加强	生命加强	0	6	0	0	0	[hpmax]	[175]	[]	0
511110002	4	生命加强	生命加强	0	6	0	0	0	[hpmax]	[140]	[]	0
511110002	3	生命加强	生命加强	0	6	0	0	0	[hpmax]	[105]	[]	0
511110002	2	生命加强	生命加强	0	6	0	0	0	[hpmax]	[70]	[]	0
511110002	1	生命加强	生命加强	0	6	0	0	0	[hpmax]	[35]	[]	0
511110003	50	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[400]	[]	0
511110003	49	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[392]	[]	0
511110003	48	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[384]	[]	0
511110003	47	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[376]	[]	0
511110003	46	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[368]	[]	0
511110003	45	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[360]	[]	0
511110003	44	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[352]	[]	0
511110003	43	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[344]	[]	0
511110003	42	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[336]	[]	0
511110003	41	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[328]	[]	0
511110003	40	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[320]	[]	0
511110003	39	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[312]	[]	0
511110003	38	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[304]	[]	0
511110003	37	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[296]	[]	0
511110003	36	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[288]	[]	0
511110003	35	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[280]	[]	0
511110003	34	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[272]	[]	0
511110003	33	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[264]	[]	0
511110003	32	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[256]	[]	0
511110003	31	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[248]	[]	0
511110003	30	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[240]	[]	0
511110003	29	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[232]	[]	0
511110003	28	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[224]	[]	0
511110003	27	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[216]	[]	0
511110003	26	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[208]	[]	0
511110003	25	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[200]	[]	0
511110003	24	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[192]	[]	0
511110003	23	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[184]	[]	0
511110003	22	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[176]	[]	0
511110003	21	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[168]	[]	0
511110003	20	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[160]	[]	0
511110003	19	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[152]	[]	0
511110003	18	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[144]	[]	0
511110003	17	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[136]	[]	0
511110003	16	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[128]	[]	0
511110003	15	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[120]	[]	0
511110003	14	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[112]	[]	0
511110003	13	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[104]	[]	0
511110003	12	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[96]	[]	0
511110003	11	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[88]	[]	0
511110003	10	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[80]	[]	0
511110003	9	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[72]	[]	0
511110003	8	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[64]	[]	0
511110003	7	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[56]	[]	0
511110003	6	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[48]	[]	0
511110003	5	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[40]	[]	0
511110003	4	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[32]	[]	0
511110003	3	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[24]	[]	0
511110003	2	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[16]	[]	0
511110003	1	近防加强	近防加强	0	6	0	0	0	[meleedefense]	[8]	[]	0
511110004	50	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[400]	[]	0
511110004	49	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[392]	[]	0
511110004	48	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[384]	[]	0
511110004	47	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[376]	[]	0
511110004	46	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[368]	[]	0
511110004	45	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[360]	[]	0
511110004	44	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[352]	[]	0
511110004	43	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[344]	[]	0
511110004	42	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[336]	[]	0
511110004	41	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[328]	[]	0
511110004	40	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[320]	[]	0
511110004	39	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[312]	[]	0
511110004	38	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[304]	[]	0
511110004	37	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[296]	[]	0
511110004	36	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[288]	[]	0
511110004	35	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[280]	[]	0
511110004	34	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[272]	[]	0
511110004	33	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[264]	[]	0
511110004	32	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[256]	[]	0
511110004	31	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[248]	[]	0
511110004	30	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[240]	[]	0
511110004	29	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[232]	[]	0
511110004	28	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[224]	[]	0
511110004	27	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[216]	[]	0
511110004	26	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[208]	[]	0
511110004	25	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[200]	[]	0
511110004	24	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[192]	[]	0
511110004	23	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[184]	[]	0
511110004	22	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[176]	[]	0
511110004	21	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[168]	[]	0
511110004	20	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[160]	[]	0
511110004	19	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[152]	[]	0
511110004	18	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[144]	[]	0
511110004	17	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[136]	[]	0
511110004	16	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[128]	[]	0
511110004	15	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[120]	[]	0
511110004	14	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[112]	[]	0
511110004	13	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[104]	[]	0
511110004	12	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[96]	[]	0
511110004	11	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[88]	[]	0
511110004	10	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[80]	[]	0
511110004	9	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[72]	[]	0
511110004	8	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[64]	[]	0
511110004	7	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[56]	[]	0
511110004	6	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[48]	[]	0
511110004	5	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[40]	[]	0
511110004	4	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[32]	[]	0
511110004	3	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[24]	[]	0
511110004	2	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[16]	[]	0
511110004	1	远防加强	远防加强	0	6	0	0	0	[rangedefense]	[8]	[]	0
511110005	50	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[400]	[]	0
511110005	49	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[392]	[]	0
511110005	48	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[384]	[]	0
511110005	47	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[376]	[]	0
511110005	46	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[368]	[]	0
511110005	45	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[360]	[]	0
511110005	44	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[352]	[]	0
511110005	43	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[344]	[]	0
511110005	42	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[336]	[]	0
511110005	41	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[328]	[]	0
511110005	40	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[320]	[]	0
511110005	39	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[312]	[]	0
511110005	38	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[304]	[]	0
511110005	37	魔防加强	魔防加强	0	6	0	0	0	[magicdefense]	[296]	[]	0
