id	isactivity	level	limittime	required	prevquestid	nextquestid	rewrules	rewitem	choiceitemid	rewxp	reworreqmoney	reqmob	reqmobitem	objectivemsg	objectivetext	acc_script	on_acc_script	com_script	on_com_script	direct_com_disable
100300006	0	30	0	{2,30,100}	[]	{[],[],[]}	[]	[{12350331,1}]	[]	49129	[{1,450}]	[]	[]	[{{mall_item,13010020},add_to,1}]	[在<act>商城,shop,0</act>购买<act>中品星之砂,starstone,0</act>，回复(炼器宗师·明月,2030005)]	[]	[]	quest_mall_item	[]	0
100300007	0	30	0	{3,30,100}	[]	{[],[],[]}	[]	[{12350131,1}]	[]	49129	[{1,450}]	[]	[]	[{{mall_item,13010020},add_to,1}]	[在<act>商城,shop,0</act>购买<act>中品星之砂,starstone,0</act>，回复(炼器宗师·明月,2030005)]	[]	[]	quest_mall_item	[]	0
100300008	0	20	0	{0,1,100}	[100300004]	{[],[],[]}	[]	[{12011211,1}]	[]	17667	[{1,255}]	[]	[]	[]	[拜访(萌宠使者·王羽,2030006)]	[]	[]	[]	[]	0
100300009	0	20	0	{0,1,100}	[100300008]	{[],[],[]}	[]	[]	[]	19629	[{1,270}]	[]	[]	[]	[拜访(接引使者VIP,2030007)]	[]	[]	[]	[]	0
100300010	0	21	0	{0,1,100}	[100300009]	{[],[],[]}	[]	[{19010221,1}]	[]	23618	[{1,270}]	[]	[]	[]	[拜访(大将军·有熊霸,2030028)]	[]	[]	[]	[]	0
100300011	0	21	0	{0,1,100}	[100300010]	{[],[],[]}	[]	[]	[]	24759	[{1,285}]	[]	[]	[]	[询问(大将军·有熊霸,2030028)]	[]	[]	[]	[]	0
100300012	0	37	0	{1,1,100}	[100300045]	{[],[],[]}	[]	[{12350521,1}]	[]	243136	[{1,570}]	[]	[]	[{{level},ge,38}]	[升至38级，回复(玄袆天师,2030001)]	[]	[]	quest_reach_level	[]	0
100300013	0	37	0	{2,1,100}	[100300045]	{[],[],[]}	[]	[{12350321,1}]	[]	243136	[{1,570}]	[]	[]	[{{level},ge,38}]	[升至38级，回复(玄袆天师,2030001)]	[]	[]	quest_reach_level	[]	0
100300014	0	37	0	{3,1,100}	[100300045]	{[],[],[]}	[]	[{12350121,1}]	[]	243136	[{1,570}]	[]	[]	[{{level},ge,38}]	[升至38级，回复(玄袆天师,2030001)]	[]	[]	quest_reach_level	[]	0
100300015	0	39	0	{0,1,100}	[100300052]	{[],[],[]}	[]	[{12350921,1}]	[]	653742	[{1,585}]	[]	[]	[{{level},ge,40}]	[升至40级，回复(大将军·有雄霸,2030028)]	[]	[]	quest_reach_level	[]	0
100300016	0	41	0	{0,41,100}	[100700001]	{[],[],[]}	[]	[{14000431,1},{14000831,1}]	[]	139762	[{1,615}]	[]	[]	[{sock,ge,1}]	[将某一件装备打上一个孔，回复(炼器宗师·明月,2030005)]	[]	[]	quest_sock_item	[]	0
100300017	0	41	0	{0,41,100}	[100300016]	{[],[],[]}	[]	[{14000831,1}]	[]	139762	[{1,615}]	[]	[]	[{inlay,ge,1}]	[在装备上镶嵌一颗宝石，回复(江紫崖,2070001)]	[]	[]	quest_inlay_item	[]	0
100300018	0	42	0	{0,42,100}	[100300017]	{[],[],[]}	[]	[]	[]	139762	[{1,615}]	[]	[]	[]	[和(江紫崖,2070001)谈谈]	[]	[]	[]	[]	0
100300019	0	30	0	{1,1,100}	[101000018]	{[],[],[]}	[]	[{12350621,1}]	[]	82131	[{1,450}]	[{1100103,1}]	[]	[]	[进入{幽古道,2030009}击杀(猞猁,2030009)@1，回复(幽云子,2030009)]	[]	[]	[]	[]	0
100300020	0	30	0	{2,1,100}	[101000018]	{[],[],[]}	[]	[{12350421,1}]	[]	82131	[{1,450}]	[{1100103,1}]	[]	[]	[进入{幽古道,2030009}击杀(猞猁,2030009)@1，回复(幽云子,2030009)]	[]	[]	[]	[]	0
100300021	0	30	0	{3,1,100}	[101000018]	{[],[],[]}	[]	[{12350221,1}]	[]	82131	[{1,450}]	[{1100103,1}]	[]	[]	[进入{幽古道,2030009}击杀(猞猁,2030009)@1，回复(幽云子,2030009)]	[]	[]	[]	[]	0
100300022	0	31	0	{0,1,100}	[100300019,100300020,100300021]	{[],[],[]}	[]	[]	[]	62244	[{1,465}]	[]	[]	[]	[回复(玄袆天师,2030001)]	[]	[]	[]	[]	0
100300023	0	31	0	{0,1,100}	[100300022]	{[],[],[]}	[]	[]	[]	166894	[{1,465}]	[]	[]	[]	[和(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
100300024	0	31	0	{0,1,100}	[100300023]	{[],[],[]}	[]	[{13090011,10}]	[]	166894	[{1,465}]	[]	[]	[]	[和(炼器宗师·明月,2030005)学习锻造之法]	[]	[]	[]	[]	0
100300025	0	31	0	{0,1,100}	[100300024]	{[],[],[]}	[]	[]	[]	166894	[{1,465}]	[]	[]	[{refine,eq,1}]	[炼制一个凡品星之砂，回复(炼器宗师·明月,2030005)]	[]	[]	quest_refine	[]	0
100300026	0	31	0	{0,1,100}	[100300025]	{[],[],[]}	[]	[{13010011,2}]	[]	166894	[{1,465}]	[]	[]	[{enchantments,ge,1}]	[将某一件装备升到一星，回复(炼器宗师·明月,2030005)]	[]	[]	quest_enchantments_item	[]	0
100300027	0	35	0	{0,1,100}	[100500018]	{[],[],[]}	[]	[]	[]	226194	[{1,510}]	[]	[]	[]	[和(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
100300028	0	35	0	{0,1,100}	[100300027]	{[],[],[]}	[]	[]	[]	241165	[{1,525}]	[]	[]	[]	[和(炼器宗师·明月,2030005)谈谈]	[]	[]	[]	[]	0
100300029	0	35	0	{0,1,100}	[100300028]	{[],[],[]}	[]	[]	[]	241165	[{1,525}]	[]	[]	[]	[拜访(装备·封云裳,2030022)]	[]	[]	[]	[]	0
100300030	0	35	0	{0,1,100}	[100300029]	{[],[],[]}	[]	[{13090011,10}]	[]	241165	[{1,525}]	[]	[]	[]	[和(装备·封云裳,2030022)聊聊]	[]	[]	[]	[]	0
100300031	0	35	0	{0,1,100}	[100300030]	{[],[],[]}	[]	[]	[]	241165	[{1,525}]	[]	[]	[{refine,eq,1}]	[炼制一个凡品星之砂，回复(装备·封云裳,2030022)]	[]	[]	quest_refine	[]	0
100300032	0	35	0	{0,1,100}	[100300031]	{[],[],[]}	[]	[]	[]	241165	[{1,525}]	[]	[]	[]	[和(炼器宗师·明月,2030005)聊聊]	[]	[]	[]	[]	0
100300033	0	36	0	{0,1,100}	[100300032]	{[],[],[]}	[]	[{13010011,4}]	[]	241165	[{1,525}]	[]	[]	[{{equipment_enchantments,3},ge,2}]	[装备任意两件三星或三星以上的装备，回复(炼器宗师·明月,2030005)]	[]	[]	quest_body_enchantments_item	[]	0
100300034	0	36	0	{0,1,100}	[100300033]	{[],[],[]}	[]	[{13010011,2}]	[]	241165	[{1,525}]	[]	[]	[{{equipment_enchantments,3},ge,3}]	[装备任意三件三星或三星以上的装备，回复(炼器宗师·明月,2030005)]	[]	[]	quest_body_enchantments_item	[]	0
100300035	0	36	0	{0,1,100}	[100300034]	{[],[],[]}	[]	[]	[]	241165	[{1,525}]	[]	[]	[]	[拜见(玄袆天师,2030001)]	[]	[]	[]	[]	0
100300036	0	36	0	{0,1,100}	[100300035]	{[],[],[]}	[]	[]	[]	12165	[{1,540}]	[]	[]	[]	[和(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
100300037	0	36	0	{0,1,100}	[100300036]	{[],[],[]}	[]	[]	[]	12165	[{1,540}]	[]	[]	[]	[拜访(古董商·华阳,2030008)]	[]	[]	[]	[]	0
100300038	0	36	0	{0,1,100}	[100300037]	{[],[],[]}	[]	[]	[]	12165	[{1,540}]	[]	[]	[]	[拜访(通天上师·了尘,2030901)]	[]	[]	[]	[]	0
100300039	0	36	0	{0,1,100}	[100300038]	{[],[],[]}	[]	[]	[]	12165	[{1,540}]	[]	[]	[]	[拜访(景妍,2030011)]	[]	[]	[]	[]	0
100300040	0	37	0	{0,1,100}	[100300039]	{[],[],[]}	[]	[{12350721,1}]	[]	12165	[{1,540}]	[{1200105,1}]	[]	[]	[进入{传心阁,2200101}击杀(龙之幻象,2200101)@1，回复(景妍,2200101)]	[]	[]	[]	[]	0
100300041	0	37	0	{0,1,100}	[100300040]	{[],[],[]}	[]	[]	[]	12168	[{1,540}]	[]	[]	[]	[回见(玄袆天师,2030001)]	[]	[]	[]	[]	0
100300042	0	37	0	{0,1,100}	[100300041]	{[],[],[]}	[]	[]	[]	238420	[{1,555}]	[]	[]	[]	[拜访(玉蛟宫·萧玉娇,2030018)]	[]	[]	[]	[]	0
100300043	0	37	0	{0,1,100}	[100300042]	{[],[],[]}	[]	[{13090011,10}]	[]	238420	[{1,555}]	[{1060305,1}]	[]	[]	[进入{玉蛟宫,2030018}击杀(鼍龙,2030018)@1，回复(玉蛟宫·萧玉娇,2030018)]	[]	[]	[]	[]	0
100300044	0	37	0	{0,1,100}	[100300043]	{[],[],[]}	[]	[{19000301,1}]	[]	238420	[{1,555}]	[]	[]	[]	[拜访(灵珠子,2030012)]	[]	[]	[]	[]	0
100300045	0	37	0	{0,1,100}	[100300044]	{[],[],[]}	[]	[]	[]	238420	[{1,555}]	[]	[]	[]	[回见(玄袆天师,2030001)]	[]	[]	[]	[]	0
100300046	0	38	0	{0,1,100}	[100300012,100300013,100300014]	{[],[],[]}	[]	[{15000010,1}]	[]	243136	[{1,570}]	[]	[]	[]	[回复(玄袆天师,2030001)]	[]	[]	[]	[]	0
100300047	0	38	0	{0,1,100}	[100300046]	{[],[],[]}	[]	[]	[]	243136	[{1,570}]	[]	[]	[]	[拜访(城主·有熊泰,2030026)]	[]	[]	[]	[]	0
100300048	0	38	0	{0,1,100}	[100300047]	{[],[],[]}	[]	[]	[]	243136	[{1,570}]	[]	[]	[]	[和(城主·有熊泰,2030026)聊聊]	[]	[]	[]	[]	0
100300049	0	38	0	{0,1,100}	[100300048]	{[],[],[]}	[]	[]	[]	243136	[{1,570}]	[]	[]	[{{venation},ge,1}]	[将修为总进度提升到1点，回复(城主·有熊泰,2030026)]	[]	[]	quest_venation	[]	0
100300050	0	38	0	{0,1,100}	[100300049]	{[],[],[]}	[]	[]	[]	243136	[{1,570}]	[]	[]	[{{venation},ge,4}]	[将修为总进度提升到4点，回复(城主·有熊泰,2030026)]	[]	[]	quest_venation	[]	0
100300051	0	39	0	{0,1,100}	[100300050]	{[],[],[]}	[]	[]	[]	243136	[{1,570}]	[]	[]	[]	[回复(玄袆天师,2030001)]	[]	[]	[]	[]	0
100300052	0	39	0	{0,1,100}	[100500030]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[]	[]	[]	[拜见(大将军·有雄霸,2030028)]	[]	[]	[]	[]	0
100300053	0	40	0	{0,1,100}	[100300015]	{[],[],[]}	[]	[{13040001,20}]	[]	653742	[{1,585}]	[]	[]	[]	[回复(炼器宗师·明月,2030005)]	[]	[]	[]	[]	0
100300054	0	40	0	{0,1,100}	[100300053]	{[],[],[]}	[]	[{13040021,1}]	[]	653742	[{1,585}]	[]	[]	[{refine,eq,1}]	[炼制一个天之晶，回复(炼器宗师·明月,2030005)]	[]	[]	quest_refine	[]	0
100300055	0	40	0	{0,1,100}	[100300054]	{[],[],[]}	[]	[{13110031,1}]	[]	653742	[{1,585}]	[]	[]	[{enchant,ge,1}]	[用天之晶进行一次附魔，回复(炼器宗师·明月,2030005)]	[]	[]	quest_enchant_item	[]	0
100300056	0	41	0	{0,41,100}	[100300055]	{[],[],[]}	[]	[]	[]	653742	[{1,585}]	[]	[]	[]	[回复(玉蛟宫·萧玉娇,2030018)]	[]	[]	[]	[]	0
100300057	0	41	0	{0,41,100}	[100300056]	{[],[],[]}	[]	[{13090011,10}]	[]	653742	[{1,585}]	[]	[]	[]	[回复(玄袆天师,2030001)]	[]	[]	[]	[]	0
100300058	0	41	0	{0,41,100}	[100300057]	{[],[],[]}	[]	[]	[]	210000	[{1,615}]	[]	[]	[]	[拜访(镖王·钱通神,2030021)]	[]	[]	[]	[]	0
100300059	0	41	0	{0,41,100}	[100300058]	{[],[],[]}	[]	[]	[]	210000	[{1,615}]	[]	[]	[]	[拜访(江紫崖,2070001)]	[]	[]	[]	[]	0
100300060	0	42	0	{0,42,100}	[100700007]	{[],[],[]}	[]	[]	[]	220000	[{1,630}]	[{[1070001,1070002,1070003,1070004,1070005,1070006,1070007],200}]	[]	[]	[击杀(妙玉山任意妖怪,1070001)@1，回复(江紫崖,2070001)]	[]	[]	[]	[]	0
100300061	0	45	0	{0,45,100}	[100700015]	{[],[],[]}	[]	[{13050011,4}]	[]	250000	[{1,675}]	[]	[]	[]	[和(炼器宗师·明月,2030005)谈谈]	[]	[]	[]	[]	0
100300062	0	45	0	{0,45,100}	[100300061]	{[],[],[]}	[]	[]	[]	250000	[{1,675}]	[]	[]	[]	[拜访(宋玉峰,2070004)]	[]	[]	[]	[]	0
100300063	0	47	0	{0,47,100}	[100700021]	{[],[],[]}	[]	[]	[]	270000	[{1,705}]	[]	[]	[]	[和(严火根,2070002)谈谈]	[]	[]	[]	[]	0
100300064	0	48	0	{0,48,100}	[100700023]	{[],[],[]}	[]	[]	[]	280000	[{1,720}]	[{1070006,30}]	[]	[]	[除掉(狂虎,1070006)@1，回复(江紫崖,2070001)]	[]	[]	[]	[]	0
100300065	0	49	0	{0,49,100}	[100700029]	{[],[],[]}	[]	[]	[]	290000	[{1,735}]	[]	[]	[]	[和(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
100300066	0	50	0	{0,50,100}	[100300065]	{[],[],[]}	[]	[]	[]	300000	[{1,750}]	[]	[]	[]	[和(玄袆天师,2030001)谈谈]	[]	[]	[]	[]	0
100300067	0	50	0	{0,50,100}	[100300066]	{[],[],[]}	[]	[]	[]	300000	[{1,750}]	[]	[]	[]	[和(诛魔台·心魔老人,2030016)谈谈]	[]	[]	[]	[]	0
100300068	0	50	0	{0,50,100}	[100300067]	{[],[],[]}	[]	[{13110060,10}]	[]	300000	[{1,750}]	[{1070008,1}]	[]	[]	[除掉(妖道（精英）,1070008)@1，回复(诛魔台·心魔老人,2030016)]	[]	[]	[]	[]	0
100300069	0	50	0	{0,50,100}	[100300068]	{[],[],[]}	[]	[]	[]	300000	[{1,750}]	[]	[]	[]	[和(诛魔台·心魔老人,2030016)谈谈]	[]	[]	[]	[]	0
100300070	0	51	0	{0,51,100}	[100300069]	{[],[],[]}	[]	[]	[]	310000	[{1,765}]	[]	[]	[]	[和(诛魔台·心魔老人,2030016)谈谈]	[]	[]	[]	[]	0
100300071	0	51	0	{0,51,100}	[100300070]	{[],[],[]}	[]	[]	[]	310000	[{1,765}]	[]	[]	[]	[和(诛魔台·心魔老人,2030016)谈谈]	[]	[]	[]	[]	0
100300072	0	51	0	{0,51,100}	[100300071]	{[],[],[]}	[]	[]	[]	310000	[{1,765}]	[]	[]	[]	[和(诛魔台·心魔老人,2030016)谈谈]	[]	[]	[]	[]	0
100300073	0	51	0	{0,51,100}	[100300072]	{[],[],[]}	[]	[]	[]	310000	[{1,765}]	[]	[]	[]	[和(诛魔台·心魔老人,2030016)谈谈]	[]	[]	[]	[]	0
100300074	0	52	0	{0,52,100}	[100300073]	{[],[],[]}	[]	[]	[]	310000	[{1,765}]	[]	[]	[]	[和(大剑师,2130001)谈谈]	[]	[]	[]	[]	0
100300075	0	52	0	{0,52,100}	[100300074]	{[],[],[]}	[]	[{13050011,1}]	[]	320000	[{1,780}]	[{1130001,50}]	[]	[]	[除掉(离火教众,1130001)@1，回复(大剑师,2130001)]	[]	[]	[]	[]	0
100300076	0	52	0	{0,52,100}	[100300075]	{[],[],[]}	[]	[]	[]	320000	[{1,780}]	[]	[]	[]	[和(大剑师,2130001)谈谈]	[]	[]	[]	[]	0
100300077	0	52	0	{0,52,100}	[100300076]	{[],[],[]}	[]	[]	[]	320000	[{1,780}]	[]	[]	[]	[和(摘星子,2130002)谈谈]	[]	[]	[]	[]	0
100500001	0	32	0	{0,1,100}	[100300026]	{[],[],[]}	[]	[]	[]	146720	[{1,480}]	[]	[]	[]	[寻找(穆映雪,2050006)]	[]	[]	[]	[]	0
100500002	0	32	0	{0,1,100}	[100500001]	{[],[],[]}	[]	[]	[]	146720	[{1,480}]	[]	[]	[]	[和(穆映雪,2050006)谈谈]	[]	[]	[]	[]	0
100500003	0	32	0	{0,1,100}	[100500002]	{[],[],[]}	[]	[{13090011,4}]	[]	146720	[{1,480}]	[{1050001,13}]	[]	[]	[消灭(雪狼,1050001)@1，回复(穆映雪,2050006)]	[]	[]	[]	[]	0
100500004	0	32	0	{0,1,100}	[100500003]	{[],[],[]}	[]	[]	[]	146720	[{1,480}]	[]	[]	[]	[拜访(石破天,2050007)]	[]	[]	[]	[]	0
100500005	0	32	0	{0,1,100}	[100500004]	{[],[],[]}	[]	[{13090011,5}]	[]	146720	[{1,480}]	[{1050002,14}]	[]	[]	[消灭(猛虎,1050002)@1，回复(石破天,2050007)]	[]	[]	[]	[]	0
100500006	0	32	0	{0,1,100}	[100500005]	{[],[],[]}	[]	[]	[]	146720	[{1,480}]	[]	[]	[]	[拜访(石惊天,2050008)]	[]	[]	[]	[]	0
100500007	0	33	0	{0,1,100}	[100500006]	{[],[],[]}	[]	[{13090011,20}]	[]	146720	[{1,480}]	[]	[]	[]	[和(石惊天,2050008)谈谈]	[]	[]	[]	[]	0
100500008	0	33	0	{0,1,100}	[100500007]	{[],[],[]}	[]	[]	[]	228960	[{1,495}]	[]	[]	[{refine,eq,1}]	[再次炼制一个凡品星之砂，回复(石惊天,2050008)]	[]	[]	quest_refine	[]	0
100500009	0	33	0	{0,1,100}	[100500008]	{[],[],[]}	[]	[]	[]	228960	[{1,495}]	[]	[]	[{enchantments,ge,3}]	[将某一件装备升到三星，回复(石惊天,2050008)]	[]	[]	quest_enchantments_item	[]	0
100500010	0	33	0	{0,1,100}	[100500009]	{[],[],[]}	[]	[{13090011,10}]	[]	228960	[{1,495}]	[{1050003,15}]	[]	[]	[消灭(云豹,1050003)@1，回复(石情情,2050005)]	[]	[]	[]	[]	0
100500011	0	33	0	{0,1,100}	[100500010]	{[],[],[]}	[]	[]	[]	228960	[{1,495}]	[]	[]	[]	[回复(石惊天,2050008)]	[]	[]	[]	[]	0
100500012	0	33	0	{0,1,100}	[100500011]	{[],[],[]}	[]	[]	[]	228960	[{1,495}]	[]	[]	[]	[拜访(石中玉,2050009)]	[]	[]	[]	[]	0
100500013	0	34	0	{0,1,100}	[100500012]	{[],[],[]}	[]	[]	[]	226194	[{1,510}]	[]	[]	[]	[拜访(冯啸威,2050003)]	[]	[]	[]	[]	0
100500014	0	34	0	{0,1,100}	[100500013]	{[],[],[]}	[]	[{13090011,11}]	[]	226194	[{1,510}]	[{1050004,15}]	[]	[]	[消灭(黑豹,1050004)@1，回复(冯啸威,2050003)]	[]	[]	[]	[]	0
100500015	0	34	0	{0,1,100}	[100500014]	{[],[],[]}	[]	[]	[]	226194	[{1,510}]	[]	[]	[]	[拜访(曹越,2050001)]	[]	[]	[]	[]	0
100500016	0	34	0	{0,1,100}	[100500015]	{[],[],[]}	[]	[{13090011,12}]	[]	226194	[{1,510}]	[{1050008,15}]	[]	[]	[消灭(夜魈,1050008)@1，回复(曹越,2050001)]	[]	[]	[]	[]	0
100500017	0	34	0	{0,1,100}	[100500016]	{[],[],[]}	[]	[]	[]	226194	[{1,510}]	[]	[]	[]	[拜访(李博,2050002)]	[]	[]	[]	[]	0
100500018	0	34	0	{0,1,100}	[100500017]	{[],[],[]}	[]	[]	[]	226194	[{1,510}]	[{3050001,1}]	[]	[]	[采集(镇妖石碑,3050001)@1，把镇妖石碑交给(玄袆天师,2030001)]	[]	[]	[]	[]	0
100500019	0	39	0	{0,1,100}	[100300051]	{[],[],[]}	[]	[]	[]	243136	[{1,570}]	[]	[]	[]	[和(石破天,2050007)谈谈]	[]	[]	[]	[]	0
100500020	0	39	0	{0,1,100}	[100500019]	{[],[],[]}	[]	[]	[]	243136	[{1,570}]	[]	[]	[]	[和(石惊天,2050008)谈谈]	[]	[]	[]	[]	0
100500021	0	39	0	{0,1,100}	[100500020]	{[],[],[]}	[]	[]	[]	243136	[{1,570}]	[]	[]	[]	[拜访(冯啸威,2050003)]	[]	[]	[]	[]	0
100500022	0	39	0	{0,1,100}	[100500021]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[]	[]	[]	[和(冯啸威,2050003)谈谈]	[]	[]	[]	[]	0
100500023	0	39	0	{0,1,100}	[100500022]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[]	[]	[]	[拜访(石倩倩,2050005)]	[]	[]	[]	[]	0
100500024	0	39	0	{0,1,100}	[100500023]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[]	[]	[]	[和(石倩倩,2050005)谈谈]	[]	[]	[]	[]	0
100500025	0	39	0	{0,1,100}	[100500024]	{[],[],[]}	[]	[]	[]	62244	[{1,585}]	[]	[]	[]	[告诉(石倩倩,2050005)她父亲的情况]	[]	[]	[]	[]	0
