id	level	name	type	rate	target_type	max_distance	isaoe	aoeradius	interrupt	aoe_max_target	target_destroy	aoe_target_destroy	self_destroy	cooldown	cast_type	cast_time	addtion_threat	target_buff	caster_buff	remove_buff	cost	flyspeed	learn_level	class	script	money	required_skills	hit_addition	soulpower	creature	items	addtion_power
200000502	1	中级防御丹	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	2000	1	0	0	[{{200000500,2},1000}]	[{{200000500,2},1000}]	0	0	0	0	0	[]	0	[]	{0,0}	0	[0]	[]	0
200000503	1	高级防御丹	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	2000	1	0	0	[{{200000500,3},1000}]	[{{200000500,3},1000}]	0	0	0	0	0	[]	0	[]	{0,0}	0	[0]	[]	0
200000601	1	初级生命丹	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	2000	1	0	0	[{{200000600,1},1000}]	[{{200000600,1},1000}]	0	0	0	0	0	[]	0	[]	{0,0}	0	[0]	[]	0
200000602	1	中级生命丹	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	2000	1	0	0	[{{200000600,2},1000}]	[{{200000600,2},1000}]	0	0	0	0	0	[]	0	[]	{0,0}	0	[0]	[]	0
200000603	1	高级生命丹	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	2000	1	0	0	[{{200000600,3},1000}]	[{{200000600,3},1000}]	0	0	0	0	0	[]	0	[]	{0,0}	0	[0]	[]	0
510000001	1	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-24	0	5	1	[]	28	[]	{0,0}	0	[0]	[]	15
510000001	2	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-28	0	13	1	[]	105	[]	{0,0}	0	[0]	[]	24
510000001	3	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-32	0	21	1	[]	510	[]	{0,0}	0	[0]	[]	35
510000001	4	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-36	0	29	1	[]	1264	[]	{0,0}	0	[0]	[]	48
510000001	5	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-40	0	37	1	[]	4164	[]	{0,0}	0	[0]	[]	63
510000001	6	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-44	0	45	1	[]	6792	[]	{0,0}	0	[0]	[]	80
510000001	7	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-48	0	53	1	[]	10225	[]	{0,0}	0	[0]	[]	99
510000001	8	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-52	0	61	1	[]	14531	[]	{0,0}	0	[0]	[]	120
510000001	9	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-56	0	69	1	[]	19774	[]	{0,0}	0	[0]	[]	143
510000001	10	落雷术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	2500	1	0	0	[]	[]	0	-60	0	77	1	[]	26013	[]	{0,0}	0	[0]	[]	168
510000002	1	百鬼术	1	0	4	10	1	8	0	3	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-30	0	7	1	[]	35	[]	{0,0}	0	[0]	[]	20
510000002	2	百鬼术	1	0	4	10	1	8	0	3	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-40	0	15	1	[]	236	[]	{0,0}	0	[0]	[]	26
510000002	3	百鬼术	1	0	4	10	1	8	0	4	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-50	0	23	1	[]	668	[]	{0,0}	0	[0]	[]	33
510000002	4	百鬼术	1	0	4	10	1	8	0	4	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-60	0	31	1	[]	1675	[]	{0,0}	0	[0]	[]	41
510000002	5	百鬼术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-70	0	39	1	[]	4749	[]	{0,0}	0	[0]	[]	50
510000002	6	百鬼术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-80	0	47	1	[]	7572	[]	{0,0}	0	[0]	[]	60
510000002	7	百鬼术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-90	0	55	1	[]	11217	[]	{0,0}	0	[0]	[]	71
510000002	8	百鬼术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-100	0	63	1	[]	15751	[]	{0,0}	0	[0]	[]	83
510000002	9	百鬼术	1	0	4	10	1	8	0	6	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-110	0	71	1	[]	21238	[]	{0,0}	0	[0]	[]	96
510000002	10	百鬼术	1	0	4	10	1	8	0	6	{1,0}	{1,0}	{0,0}	5000	1	0	0	[]	[]	0	-120	0	79	1	[]	27736	[]	{0,0}	0	[0]	[]	110
510000003	1	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,1},1000}]	[]	0	-104	80	14	1	[]	167	[]	{0,0}	0	[0]	[]	0
510000003	2	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,2},1000}]	[]	0	-120	0	21	1	[]	510	[]	{0,0}	0	[0]	[]	0
510000003	3	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,3},1000}]	[]	0	-135	0	28	1	[]	1074	[]	{0,0}	0	[0]	[]	0
510000003	4	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,4},1000}]	[]	0	-151	0	35	1	[]	3624	[]	{0,0}	0	[0]	[]	0
510000003	5	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,5},1000}]	[]	0	-166	0	42	1	[]	5716	[]	{0,0}	0	[0]	[]	0
510000003	6	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,6},1000}]	[]	0	-182	0	49	1	[]	8403	[]	{0,0}	0	[0]	[]	0
510000003	7	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,7},1000}]	[]	0	-198	0	56	1	[]	11734	[]	{0,0}	0	[0]	[]	0
510000003	8	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,8},1000}]	[]	0	-213	0	63	1	[]	15751	[]	{0,0}	0	[0]	[]	0
510000003	9	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,9},1000}]	[]	0	-229	0	70	1	[]	20498	[]	{0,0}	0	[0]	[]	0
510000003	10	腐蚀术	1	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	20000	1	0	0	[{{510000003,10},1000}]	[]	0	-244	0	77	1	[]	26013	[]	{0,0}	0	[0]	[]	0
510000004	1	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,1},1000}]	[]	0	-130	0	18	1	[]	287	[]	{0,0}	0	[0]	[]	30
510000004	2	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,2},1000}]	[]	0	-143	0	24	1	[]	511	[]	{0,0}	0	[0]	[]	38
510000004	3	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,3},1000}]	[]	0	-156	0	30	1	[]	1465	[]	{0,0}	0	[0]	[]	48
510000004	4	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,4},1000}]	[]	0	-169	0	36	1	[]	3888	[]	{0,0}	0	[0]	[]	60
510000004	5	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,5},1000}]	[]	0	-182	0	42	1	[]	5716	[]	{0,0}	0	[0]	[]	74
510000004	6	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,6},1000}]	[]	0	-195	0	48	1	[]	7981	[]	{0,0}	0	[0]	[]	90
510000004	7	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,7},1000}]	[]	0	-208	0	54	1	[]	10714	[]	{0,0}	0	[0]	[]	108
510000004	8	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,8},1000}]	[]	0	-221	0	60	1	[]	13943	[]	{0,0}	0	[0]	[]	128
510000004	9	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,9},1000}]	[]	0	-234	0	66	1	[]	17694	[]	{0,0}	0	[0]	[]	150
510000004	10	群星术	1	0	4	10	1	8	0	5	{1,0}	{1,0}	{0,0}	40000	1	0	0	[{{510000004,10},1000}]	[]	0	-247	0	72	1	[]	21994	[]	{0,0}	0	[0]	[]	174
510000005	1	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,1},1000}]	0	-260	0	30	1	[]	2465	[]	{0,0}	0	[0]	[]	0
510000005	2	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,2},1000}]	0	-286	0	35	1	[]	3624	[]	{0,0}	0	[0]	[]	0
510000005	3	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,3},1000}]	0	-312	0	40	1	[]	5060	[]	{0,0}	0	[0]	[]	0
510000005	4	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,4},1000}]	0	-338	0	45	1	[]	6792	[]	{0,0}	0	[0]	[]	0
510000005	5	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,5},1000}]	0	-364	0	50	1	[]	8839	[]	{0,0}	0	[0]	[]	0
510000005	6	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,6},1000}]	0	-390	0	55	1	[]	11217	[]	{0,0}	0	[0]	[]	0
510000005	7	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,7},1000}]	0	-416	0	60	1	[]	13943	[]	{0,0}	0	[0]	[]	0
510000005	8	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,8},1000}]	0	-442	0	65	1	[]	17032	[]	{0,0}	0	[0]	[]	0
510000005	9	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,9},1000}]	0	-468	0	70	1	[]	20498	[]	{0,0}	0	[0]	[]	0
510000005	10	治疗术	1	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	45000	1	0	0	[]	[{{510000005,10},1000}]	0	-494	0	75	1	[]	24357	[]	{0,0}	0	[0]	[]	0
510000006	1	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,1},1000}]	[{{510000006,1},1000}]	1	-260	0	35	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	2465	[]	{0,0}	0	[0]	[]	0
510000006	2	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,2},1000}]	[{{510000006,2},1000}]	1	-286	0	40	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	3624	[]	{0,0}	0	[0]	[]	0
510000006	3	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,3},1000}]	[{{510000006,3},1000}]	1	-312	0	45	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	5060	[]	{0,0}	0	[0]	[]	0
510000006	4	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,4},1000}]	[{{510000006,4},1000}]	1	-338	0	50	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	6792	[]	{0,0}	0	[0]	[]	0
510000006	5	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,5},1000}]	[{{510000006,5},1000}]	1	-364	0	55	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	8839	[]	{0,0}	0	[0]	[]	0
510000006	6	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,6},1000}]	[{{510000006,6},1000}]	1	-390	0	60	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	11217	[]	{0,0}	0	[0]	[]	0
510000006	7	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,7},1000}]	[{{510000006,7},1000}]	1	-416	0	65	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	13943	[]	{0,0}	0	[0]	[]	0
510000006	8	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,8},1000}]	[{{510000006,8},1000}]	1	-442	0	70	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	17032	[]	{0,0}	0	[0]	[]	0
510000006	9	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,9},1000}]	[{{510000006,9},1000}]	1	-468	0	75	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	20498	[]	{0,0}	0	[0]	[]	0
510000006	10	定心决	1	0	1	0	1	8	0	5	{0,0}	{0,0}	{0,0}	60000	1	0	0	[{{510000006,10},1000}]	[{{510000006,10},1000}]	1	-494	0	80	1	{clear_self_buff_by_type,[[1,2,3,4,5]]}	24357	[]	{0,0}	0	[0]	[]	0
510000011	1	火球术	0	0	4	10	0	0	0	0	{1,0}	{0,0}	{0,0}	800	1	0	0	[]	[]	0	0	80	1	1	[]	0	[]	{0,0}	0	[0]	[]	0
511100001	1	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,1},1000}]	0	0	0	60	1	[]	2000	[]	{0,0}	100000	[0]	[]	0
511100001	2	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,2},1000}]	0	0	0	60	1	[]	4000	[]	{0,0}	150000	[0]	[]	0
511100001	3	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,3},1000}]	0	0	0	60	1	[]	6000	[]	{0,0}	200000	[0]	[]	0
511100001	4	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,4},1000}]	0	0	0	60	1	[]	8000	[]	{0,0}	250000	[0]	[]	0
511100001	5	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,5},1000}]	0	0	0	60	1	[]	10000	[]	{0,0}	300000	[0]	[]	0
511100001	6	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,6},1000}]	0	0	0	60	1	[]	12000	[]	{0,0}	350000	[0]	[]	0
511100001	7	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,7},1000}]	0	0	0	60	1	[]	14000	[]	{0,0}	400000	[0]	[]	0
511100001	8	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,8},1000}]	0	0	0	60	1	[]	16000	[]	{0,0}	450000	[0]	[]	0
511100001	9	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,9},1000}]	0	0	0	60	1	[]	18000	[]	{0,0}	500000	[0]	[]	0
511100001	10	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,10},1000}]	0	0	0	60	1	[]	20000	[]	{0,0}	550000	[0]	[]	0
511100001	11	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,11},1000}]	0	0	0	60	1	[]	22000	[]	{0,0}	600000	[0]	[]	0
511100001	12	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,12},1000}]	0	0	0	60	1	[]	24000	[]	{0,0}	650000	[0]	[]	0
511100001	13	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,13},1000}]	0	0	0	60	1	[]	26000	[]	{0,0}	700000	[0]	[]	0
511100001	14	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,14},1000}]	0	0	0	60	1	[]	28000	[]	{0,0}	750000	[0]	[]	0
511100001	15	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,15},1000}]	0	0	0	60	1	[]	30000	[]	{0,0}	800000	[0]	[]	0
511100001	16	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,16},1000}]	0	0	0	60	1	[]	32000	[]	{0,0}	850000	[0]	[]	0
511100001	17	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,17},1000}]	0	0	0	60	1	[]	34000	[]	{0,0}	900000	[0]	[]	0
511100001	18	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,18},1000}]	0	0	0	60	1	[]	36000	[]	{0,0}	950000	[0]	[]	0
511100001	19	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,19},1000}]	0	0	0	60	1	[]	38000	[]	{0,0}	1000000	[0]	[]	0
511100001	20	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,20},1000}]	0	0	0	60	1	[]	40000	[]	{0,0}	1050000	[0]	[]	0
511100001	21	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,21},1000}]	0	0	0	60	1	[]	42000	[]	{0,0}	1100000	[0]	[]	0
511100001	22	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,22},1000}]	0	0	0	60	1	[]	44000	[]	{0,0}	1150000	[0]	[]	0
511100001	23	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,23},1000}]	0	0	0	60	1	[]	46000	[]	{0,0}	1200000	[0]	[]	0
511100001	24	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,24},1000}]	0	0	0	60	1	[]	48000	[]	{0,0}	1250000	[0]	[]	0
511100001	25	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,25},1000}]	0	0	0	60	1	[]	50000	[]	{0,0}	1300000	[0]	[]	0
511100001	26	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,26},1000}]	0	0	0	60	1	[]	52000	[]	{0,0}	1350000	[0]	[]	0
511100001	27	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,27},1000}]	0	0	0	60	1	[]	54000	[]	{0,0}	1400000	[0]	[]	0
511100001	28	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,28},1000}]	0	0	0	60	1	[]	56000	[]	{0,0}	1450000	[0]	[]	0
511100001	29	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,29},1000}]	0	0	0	60	1	[]	58000	[]	{0,0}	1500000	[0]	[]	0
511100001	30	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,30},1000}]	0	0	0	60	1	[]	60000	[]	{0,0}	1550000	[0]	[]	0
511100001	31	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,31},1000}]	0	0	0	60	1	[]	62000	[]	{0,0}	1600000	[0]	[]	0
511100001	32	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,32},1000}]	0	0	0	60	1	[]	64000	[]	{0,0}	1700000	[0]	[]	0
511100001	33	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,33},1000}]	0	0	0	60	1	[]	66000	[]	{0,0}	1800000	[0]	[]	0
511100001	34	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,34},1000}]	0	0	0	60	1	[]	68000	[]	{0,0}	1900000	[0]	[]	0
511100001	35	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,35},1000}]	0	0	0	60	1	[]	70000	[]	{0,0}	2000000	[0]	[]	0
511100001	36	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,36},1000}]	0	0	0	60	1	[]	72000	[]	{0,0}	2100000	[0]	[]	0
511100001	37	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,37},1000}]	0	0	0	60	1	[]	74000	[]	{0,0}	2200000	[0]	[]	0
511100001	38	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,38},1000}]	0	0	0	60	1	[]	76000	[]	{0,0}	2300000	[0]	[]	0
511100001	39	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,39},1000}]	0	0	0	60	1	[]	78000	[]	{0,0}	2400000	[0]	[]	0
511100001	40	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,40},1000}]	0	0	0	60	1	[]	80000	[]	{0,0}	2500000	[0]	[]	0
511100001	41	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,41},1000}]	0	0	0	60	1	[]	82000	[]	{0,0}	3000000	[0]	[]	0
511100001	42	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,42},1000}]	0	0	0	60	1	[]	84000	[]	{0,0}	3500000	[0]	[]	0
511100001	43	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,43},1000}]	0	0	0	60	1	[]	86000	[]	{0,0}	4000000	[0]	[]	0
511100001	44	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,44},1000}]	0	0	0	60	1	[]	88000	[]	{0,0}	4500000	[0]	[]	0
511100001	45	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,45},1000}]	0	0	0	60	1	[]	90000	[]	{0,0}	5000000	[0]	[]	0
511100001	46	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,46},1000}]	0	0	0	60	1	[]	92000	[]	{0,0}	5500000	[0]	[]	0
511100001	47	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,47},1000}]	0	0	0	60	1	[]	94000	[]	{0,0}	6000000	[0]	[]	0
511100001	48	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,48},1000}]	0	0	0	60	1	[]	96000	[]	{0,0}	6500000	[0]	[]	0
511100001	49	攻击加强	2	0	3	0	0	0	0	0	{0,0}	{0,0}	{0,0}	0	1	0	0	[]	[{{511110001,49},1000}]	0	0	0	60	1	[]	98000	[]	{0,0}	7000000	[0]	[]	0
