id	entry	type	events	conditions	chance	maxcount	skill	target	cooldown	msgs	script	next_ai
15	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[5]}]	100	1	0	2	0	[不要问我是谁设此弥天大局，每一个知道真相的都已化作骸骨。]	[]	[]
16	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[9]}]	100	1	0	2	0	[亿万生灵为兵，诸天神魔为将。无人可以超脱，但我该放弃希望吗……]	[]	[]
17	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[13]}]	100	1	0	2	0	[也许在这天地的掌控着中我们只是蝼蚁，但我们不应该放弃抗争的信念。]	[]	[]
18	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[16]}]	100	1	0	2	0	[千万年的破局者中，你让我感受到了不同，但这还不足以让我燃起信念……哪怕一丝一毫]	[]	[]
19	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[19]}]	100	1	0	2	0	[你很强大，也许我应该提起仅有的勇气向你诉说这一切的始末。]	[]	[]
20	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[22]}]	100	1	0	2	0	[上古、远古、太古、荒古、冥古，我不知道这世界存在了多久，但我知道这天地之局一直存在……]	[]	[]
21	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[26]}]	100	1	0	2	0	[法祖、萨布雷斯王、战神雷奥、达摩、箭神吉日嘎啦……这一个个名字都曾为打破宿命而抗争！]	[]	[]
22	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[28]}]	100	1	0	2	0	[现如今这些逆天的破局者纷纷消失了，也许不久的将来他们将再次出现，与这棋局的掌控者决一死战。]	[]	[]
23	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[31]}]	100	1	0	2	0	[逆天！逆天！因为我们的对手就是这世界的主宰者，他就是天，天就是他，他叫太皇天！]	[]	[]
24	2032101	3	[101]	[{npc_chess_spirit,is_start_section,[80]}]	100	1	0	2	0	[而你也终将追随远古英雄们的脚步，成为一名逆天者，这就是我要诉说的一切……]	[]	[]
25	2032001	1	[102]	[]	100	1	0	2	0	[我需要静修积蓄能量，你们任务是保护我在此不受怪物的打扰。]	[]	{26,4000}
26	2032001	1	[]	[]	100	1	0	2	0	[当我的能量积蓄满之后，你们可以为我释放能量，使用强力攻击技能消灭怪物。]	[]	{27,4000}
27	2032001	1	[]	[]	100	1	0	2	0	[你们也可以通过消耗通灵值，施放在副本中获得的特殊技能。]	[]	{28,4000}
28	2032001	1	[]	[]	100	1	0	2	0	[每10波怪物会出现1个强力BOSS，最后会根据消灭怪物的波数给予你们丰厚的经验和物品奖励。]	[]	[]
29	2032101	1	[102]	[]	100	1	0	2	0	[我需要静修积蓄能量，你们任务是保护我在此不受怪物的打扰。]	[]	{30,4000}
30	2032101	1	[]	[]	100	1	0	2	0	[当我的能量积蓄满之后，你们可以为我释放能量，使用强力攻击技能消灭怪物。]	[]	{31,4000}
31	2032101	1	[]	[]	100	1	0	2	0	[你们也可以通过消耗通灵值，施放在副本中获得的特殊技能。]	[]	{32,4000}
32	2032101	1	[]	[]	100	1	0	2	0	[每10波怪物会出现1个强力BOSS，最后会根据消灭怪物的波数给予你们丰厚的经验和物品奖励。]	[]	[]
33	2032002	1	[3]	[]	100	1	0	2	0	[吾乃木皇青龙，可使你的魔防更上一层。]	[]	[]
34	2032003	1	[3]	[]	100	1	0	2	0	[吾乃水神白虎，可使你的远防更加致密。]	[]	[]
35	2032004	1	[3]	[]	100	1	0	2	0	[吾乃火神朱雀，可使你的攻击威力倍增。]	[]	[]
36	2032005	1	[3]	[]	100	1	0	2	0	[吾乃土皇玄武，可使你的近防更加强劲。]	[]	[]
37	2032102	1	[3]	[]	100	1	0	2	0	[吾乃木皇青龙，可使你的魔防更上一层。]	[]	[]
38	2032103	1	[3]	[]	100	1	0	2	0	[吾乃水神白虎，可使你的远防更加致密。]	[]	[]
39	2032104	1	[3]	[]	100	1	0	2	0	[吾乃火神朱雀，可使你的攻击威力倍增。]	[]	[]
40	2032105	1	[3]	[]	100	1	0	2	0	[吾乃土皇玄武，可使你的近防更加强劲。]	[]	[]
41	4500601	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500610]}	[]
42	4500602	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500611]}	[]
43	4500603	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500612]}	[]
44	4500604	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500613]}	[]
45	4500605	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500614]}	[]
46	4500606	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500615]}	[]
47	4500607	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500616]}	[]
48	4500608	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500617]}	[]
49	4500609	3	[7]	[]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto,[4500618]}	[]
50	4500610	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22073,22074,22075,22078,22079,22080,22005,22005,22005,22171]]}	[]
51	4500611	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22081,22082,22083,22085,22086,22087,22005,22005,22005,22005,22005,22171]]}	[]
52	4500612	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22088,22089,22090,22092,22093,22094,22005,22005,22005,22005,22005,22171]]}	[]
53	4500613	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22095,22096,22097,22099,22100,22101,22005,22005,22005,22005,22005,22171]]}	[]
54	4500614	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22102,22103,22104,22106,22107,22108,22005,22005,22005,22005,22005,22005,22171]]}	[]
55	4500615	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22109,22110,22111,22113,22114,22115,22005,22005,22005,22005,22005,22005,22171]]}	[]
56	4500616	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22116,22117,22118,22120,22121,22122,22005,22005,22005,22005,22005,22005,22171]]}	[]
57	4500617	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22123,22124,22125,22127,22128,22129,22005,22005,22005,22005,22005,22005,22171]]}	[]
58	4500618	3	[7]	[]	100	100	0	2	0	[]	{npc_treasure,give_gift_by_rules,[[22130,22131,22132,22134,22135,22136,22005,22005,22005,22005,22005,22005,22005,22005,22171]]}	[]
59	2200101	3	[101]	[{npc_training_instance,is_start_section,[1]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001001,2001002,2001003,2001004,2001005]]}	[]
60	2200101	3	[101]	[{npc_training_instance,is_start_section,[2]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001001,2001002,2001003,2001004,2001005]]}	[]
61	2200101	3	[101]	[{npc_training_instance,is_start_section,[3]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001001,2001002,2001003,2001004,2001005]]}	[]
62	2200101	3	[101]	[{npc_training_instance,is_start_section,[4]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001001,2001002,2001003,2001004,2001005]]}	[]
63	2200101	3	[101]	[{npc_training_instance,is_start_section,[5]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001001,2001002,2001003,2001004,2001005]]}	[]
64	2200101	3	[101]	[{npc_training_instance,is_start_section,[6]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001006,2001007,2001008,2001009,2001010]]}	[]
65	2200101	3	[101]	[{npc_training_instance,is_start_section,[7]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001006,2001007,2001008,2001009,2001010]]}	[]
66	2200101	3	[101]	[{npc_training_instance,is_start_section,[8]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001006,2001007,2001008,2001009,2001010]]}	[]
67	2200101	3	[101]	[{npc_training_instance,is_start_section,[9]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001006,2001007,2001008,2001009,2001010]]}	[]
68	2200101	3	[101]	[{npc_training_instance,is_start_section,[10]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001006,2001007,2001008,2001009,2001010]]}	[]
69	2200101	3	[101]	[{npc_training_instance,is_start_section,[11]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001011,2001012,2001013,2001014,2001015]]}	[]
70	2200101	3	[101]	[{npc_training_instance,is_start_section,[12]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001011,2001012,2001013,2001014,2001015]]}	[]
71	2200101	3	[101]	[{npc_training_instance,is_start_section,[13]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001011,2001012,2001013,2001014,2001015]]}	[]
72	2200101	3	[101]	[{npc_training_instance,is_start_section,[14]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001011,2001012,2001013,2001014,2001015]]}	[]
73	2200101	3	[101]	[{npc_training_instance,is_start_section,[15]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001011,2001012,2001013,2001014,2001015]]}	[]
74	2200101	3	[101]	[{npc_training_instance,is_start_section,[16]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001016,2001017,2001018,2001019,2001020]]}	[]
75	2200101	3	[101]	[{npc_training_instance,is_start_section,[17]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001016,2001017,2001018,2001019,2001020]]}	[]
76	2200101	3	[101]	[{npc_training_instance,is_start_section,[18]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001016,2001017,2001018,2001019,2001020]]}	[]
77	2200101	3	[101]	[{npc_training_instance,is_start_section,[19]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001016,2001017,2001018,2001019,2001020]]}	[]
78	2200101	3	[101]	[{npc_training_instance,is_start_section,[20]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001016,2001017,2001018,2001019,2001020]]}	[]
79	2200101	3	[101]	[{npc_training_instance,is_start_section,[21]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_in_pos_auto_level,[2,[2001021]]}	[]
80	2120131	3	[101]	[{npc_moneys_master,is_start_section,[1]}]	100	100	0	2	0	[勇士们！竭尽所能击败这些强盗吧]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120101,2,[{33,46},{60,46}]}]]}	[]
81	2120131	3	[101]	[{npc_moneys_master,is_start_section,[2]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120102,4,[{33,46},{60,46},{46,60},{46,32}]}]]}	[]
82	2120131	3	[101]	[{npc_moneys_master,is_start_section,[3]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120103,6,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42}]}]]}	[]
83	2120131	3	[101]	[{npc_moneys_master,is_start_section,[4]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120104,8,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32}]}]]}	[]
84	2120131	3	[101]	[{npc_moneys_master,is_start_section,[5]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120105,1,[{33,46}]}]]}	[]
85	2120131	3	[101]	[{npc_moneys_master,is_start_section,[6]}]	100	100	0	2	0	[勇士们！努力吧！击败BOSS可获得更多的奖励！]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120106,4,[{33,46},{60,46},{46,60},{46,32}]}]]}	[]
86	2120131	3	[101]	[{npc_moneys_master,is_start_section,[7]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120107,6,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42}]}]]}	[]
87	2120131	3	[101]	[{npc_moneys_master,is_start_section,[8]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120108,8,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32}]}]]}	[]
88	2120131	3	[101]	[{npc_moneys_master,is_start_section,[9]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120109,10,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32},{33,51},{60,51}]}]]}	[]
89	2120131	3	[101]	[{npc_moneys_master,is_start_section,[10]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120110,1,[{33,46}]}]]}	[]
90	2120131	3	[101]	[{npc_moneys_master,is_start_section,[11]}]	100	100	0	2	0	[勇士们！努力吧！击败BOSS可获得更多的奖励！]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120111,6,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42}]}]]}	[]
91	2120131	3	[101]	[{npc_moneys_master,is_start_section,[12]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120112,8,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32}]}]]}	[]
92	2120131	3	[101]	[{npc_moneys_master,is_start_section,[13]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120113,10,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32},{33,51},{60,51}]}]]}	[]
93	2120131	3	[101]	[{npc_moneys_master,is_start_section,[14]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120114,12,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32},{33,51},{60,51},{51,60},{51,32}]}]]}	[]
94	2120131	3	[101]	[{npc_moneys_master,is_start_section,[15]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120115,1,[{33,46}]}]]}	[]
95	2120131	3	[101]	[{npc_moneys_master,is_start_section,[16]}]	100	100	0	2	0	[勇士们！努力吧！击败BOSS可获得更多的奖励！]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120116,8,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32}]}]]}	[]
96	2120131	3	[101]	[{npc_moneys_master,is_start_section,[17]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120117,10,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32},{33,51},{60,51}]}]]}	[]
97	2120131	3	[101]	[{npc_moneys_master,is_start_section,[18]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120118,12,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32},{33,51},{60,51},{51,60},{51,32}]}]]}	[]
98	2120131	3	[101]	[{npc_moneys_master,is_start_section,[19]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120119,14,[{33,46},{60,46},{46,60},{46,32},{33,42},{60,42},{42,60},{42,32},{33,51},{60,51},{51,60},{51,32},{33,37},{60,37}]}]]}	[]
99	2120131	3	[101]	[{npc_moneys_master,is_start_section,[20]}]	100	100	0	2	0	[]	{normal_ai,summon_creature_by_proto_auto_level,[3,[{1120120,1,[{33,46}]}]]}	[]
100	1800103	3	[7]	[]	100	1	0	0	0	[我要爆炸了！]	{normal_ai,summon_creature_by_proto,[1800105]}	[]
101	1800201	3	[7]	[]	100	1	0	0	0	[我要爆炸了！]	{normal_ai,summon_creature_by_proto,[1800203]}	[]
102	1800202	3	[2]	[{normal_ai,selfhppercent_less_than,[75]}]	70	1	0	2	0	[现身吧，自爆雪兔！]	{normal_ai,summon_creature_in_pos,[2,[8002002,8002003]]}	[]
103	1800202	3	[2]	[{normal_ai,selfhppercent_less_than,[50]}]	70	1	0	2	0	[现身吧，自爆雪兔！]	{normal_ai,summon_creature_in_pos,[2,[8002004,8002005,8002006]]}	[]
104	1800202	3	[2]	[{normal_ai,selfhppercent_less_than,[45]}]	50	2	0	2	0	[剑刃护体！]	{normal_ai,give_self_buff,[[{600000026,2}]]}	[]
105	1800202	3	[2]	[{normal_ai,selfhppercent_less_than,[35]}]	50	1	0	2	0	[剑气如虹！]	{normal_ai,give_self_buff,[[{780000003,1}]]}	[]
106	1800201	1	[3]	[]	100	2	0	2	2000	[]	[]	[]
107	1800304	3	[0]	[{normal_ai,selfhppercent_less_than,[30]}]	100	1	0	2	2000	[唤醒我的仆从！]	{normal_ai,summon_creature_by_proto,[1800303]}	[]
108	1800305	1	[0]	[{normal_ai,selfhppercent_less_than,[70]}]	30	5	781000005	0	10000	[眩晕重击！]	[]	[]
109	1800403	1	[0]	[{normal_ai,selfhppercent_less_than,[70]}]	25	4	781000007	0	10000	[风暴减速！]	[]	{110,1000}
110	1800403	3	[]	[]	100	4	0	2	0	[火焰风暴！]	{normal_ai,give_self_buff,[[{790000001,1}]]}	{111,1000}
111	1800403	1	[]	[]	100	4	781000008	0	0	[]	[]	[]
112	1800503	3	[7]	[]	100	1	0	0	0	[我要爆炸了！]	{normal_ai,summon_creature_by_proto,[1800506]}	[]
113	1800504	1	[0]	[{normal_ai,selfhppercent_less_than,[60]}]	50	3	781000009	2	6000	[治愈术！]	[]	[]
114	1800505	3	[2]	[{normal_ai,selfhppercent_less_than,[50]}]	50	2	0	2	10000	[冥王赐予我力量！]	{normal_ai,give_self_buff,[[{790000002,1}]]}	{115,1500}
115	1800505	1	[]	[]	100	2	781000010	2	10000	[龙体愈合术！]	[]	[]
116	1800505	3	[0]	[{normal_ai,selfhppercent_less_than,[80]}]	30	3	0	2	8000	[寒冰风暴！]	{normal_ai,give_self_buff,[[{790000001,1}]]}	{117,1500}
117	1800505	1	[]	[]	100	3	781000011	0	0	[]	[]	[]
118	1800602	3	[2]	[{normal_ai,selfhppercent_less_than,[80]}]	100	1	0	2	0	[古妖，听我召唤！]	{normal_ai,summon_creature_in_pos,[2,[8006002]]}	[]
119	1800602	3	[2]	[{normal_ai,selfhppercent_less_than,[30]}]	100	1	0	2	0	[古妖，听我召唤！]	{normal_ai,summon_creature_in_pos,[2,[8006003]]}	[]
120	1800602	3	[0]	[{normal_ai,selfhppercent_less_than,[50]}]	50	3	0	5	0	[寒冰诅咒！]	{normal_ai,give_target_buff,[[{780000012,1}]]}	[]
121	1800602	3	[12]	[{normal_ai,selfhppercent_less_than,[70]}]	100	3	0	2	10000	[寒冰献祭！]	{normal_ai,give_self_buff,[[{780000010,1}]]}	[]
122	1800602	3	[0]	[{normal_ai,selfhppercent_less_than,[90]}]	30	3	0	2	8000	[寒冰风暴！]	{normal_ai,give_self_buff,[[{790000001,1}]]}	{123,1000}
123	1800602	1	[]	[]	100	3	781000013	0	0	[]	[]	[]
124	1800703	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	40	2	0	2	8000	[反弹伤害护盾！]	{normal_ai,give_self_buff,[[{600000026,1}]]}	[]
125	1800704	3	[0]	[{normal_ai,selfhppercent_less_than,[80]}]	100	4	0	2	8000	[火焰风暴！]	{normal_ai,give_self_buff,[[{790000001,1}]]}	{126,1500}
126	1800704	1	[]	[]	100	4	781000015	0	0	[]	[]	[]
127	1800704	1	[0]	[{normal_ai,selfhppercent_less_than,[50]}]	30	3	781000016	0	8000	[古界静默！]	[]	[]
128	1800801	3	[2]	[{normal_ai,selfhppercent_less_than,[70]}]	30	2	0	2	10000	[狂热咆哮！]	{normal_ai,give_self_buff,[[{790000002,1}]]}	{129,500}
129	1800801	3	[]	[]	100	2	0	2	0	[]	{normal_ai,give_self_buff,[[{780000017,1}]]}	[]
130	1800802	3	[2]	[{normal_ai,selfhppercent_less_than,[50]}]	30	3	0	2	10000	[拯救治疗！]	{normal_ai,give_self_buff,[[{790000002,1}]]}	{131,500}
131	1800802	1	[]	[]	100	3	781000018	0	0	[]	[]	[]
132	1800803	3	[2]	[{normal_ai,selfhppercent_less_than,[50]}]	30	3	0	2	10000	[致命一击，蓄势待发！]	{normal_ai,give_self_buff,[[{790000002,1}]]}	{133,500}
133	1800803	1	[]	[]	100	3	781000019	0	0	[]	[]	[]
134	1800804	3	[2]	[{normal_ai,selfhppercent_less_than,[50]}]	100	1	0	2	0	[重生虵龙，听我召唤！]	{normal_ai,summon_creature_in_pos,[2,[8008003]]}	[]
135	1800804	3	[2]	[{normal_ai,selfhppercent_less_than,[30]}]	100	1	0	2	0	[巨角虵龙，听我召唤！]	{normal_ai,summon_creature_in_pos,[2,[8008001]]}	[]
136	1800804	3	[0]	[{normal_ai,selfhppercent_less_than,[20]}]	20	3	0	0	8000	[三味真火！]	{normal_ai,give_self_buff,[[{790000001,1}]]}	{137,1000}
137	1800804	1	[]	[]	100	3	781000020	0	0	[]	[]	[]
138	1800903	3	[7]	[]	100	1	0	0	0	[我要爆炸了！]	{normal_ai,summon_creature_by_proto,[1800907]}	[]
139	1800905	1	[2]	[{normal_ai,selfhppercent_less_than,[50]}]	20	2	781000021	0	8000	[暗影治疗！]	[]	[]
140	1800906	1	[0]	[{normal_ai,selfhppercent_less_than,[80]}]	30	4	781000022	0	8000	[虚弱诅咒！]	[]	[]
141	1801002	3	[2]	[{normal_ai,selfhppercent_less_than,[50]}]	70	1	0	2	0	[分身现形！]	{normal_ai,summon_creature_in_pos,[2,[8010002]]}	[]
142	1801002	3	[2]	[{normal_ai,selfhppercent_less_than,[30]}]	70	1	0	2	0	[分身现形！]	{normal_ai,summon_creature_in_pos,[2,[8010003,8010004]]}	[]
143	1801002	1	[0]	[{normal_ai,selfhppercent_less_than,[80]}]	30	5	781000023	0	8000	[狂魔乱舞！]	[]	[]
144	1700103	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700109]}	[]
145	1700104	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700110]}	[]
146	1700105	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700108]}	[]
147	1700203	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700209]}	[]
148	1700204	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700210]}	[]
149	1700205	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700208]}	[]
150	1700303	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700309]}	[]
151	1700304	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700310]}	[]
152	1700305	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700308]}	[]
153	1700403	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700409]}	[]
154	1700404	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700410]}	[]
155	1700405	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700408]}	[]
156	1700503	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700509]}	[]
157	1700504	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700510]}	[]
158	1700505	3	[7]	[]	100	1	0	0	0	[爆炸攻击！]	{normal_ai,summon_creature_by_proto,[1700508]}	[]
159	1700603	3	[7]	[]	100	1	0	0	0	[提升你的攻击力！]	{normal_ai,summon_creature_by_proto,[1700609]}	[]
160	1700604	3	[7]	[]	100	1	0	0	0	[提升你的防御力！]	{normal_ai,summon_creature_by_proto,[1700610]}	[]
